iter	RMSE
224	1.99004772
225	1.988627269
226	1.988235753
227	1.987576892
228	1.987467877
229	1.987265417
230	1.986287217
231	1.986044218
232	1.985674649
233	1.98523131
234	1.985002517
235	1.984798807
236	1.983774062
237	1.983243745
238	1.982688657
239	1.98250092
240	1.982084654
241	1.980984517
242	1.98048947
243	1.980300524
244	1.980033767
245	1.979166043
246	1.97875671
247	1.978494509
248	1.978114153
249	1.977682608
250	1.977258189
251	1.977013239
252	1.976307672
253	1.97544076
254	1.974840448
255	1.974147926
256	1.973722857
257	1.97350014
258	1.972892951
259	1.97233743
260	1.971773315
261	1.970884526
262	1.970621906
263	1.970516842
264	1.970239587
265	1.9700426
266	1.969832273
267	1.969520219
268	1.9690096
269	1.968247525
270	1.967817429
271	1.966813669
272	1.965980256
273	1.96578861
274	1.965526656
275	1.96471911
276	1.964519015
277	1.964161131
278	1.963808528
279	1.963030512
280	1.962396866
281	1.96138311
282	1.960701005
283	1.960486069
284	1.959755979
285	1.959564118
286	1.959197882
287	1.958698338
288	1.958492751
289	1.958137349
290	1.957827581
291	1.957631902
292	1.957464381
293	1.957298567
294	1.956661086
295	1.956341107
296	1.955620516
297	1.955380761
298	1.954883961
299	1.954652858
300	1.953934961
301	1.953253439
302	1.952909935
303	1.952711801
304	1.952469677
305	1.952095917
306	1.951719616
307	1.951247716
308	1.950825846
309	1.95042016
310	1.949878435
311	1.949358432
312	1.948949001
313	1.948329272
314	1.947929061
315	1.947764707
316	1.947605299
317	1.946971399
318	1.946344529
319	1.945914945
320	1.945359624
321	1.945092471
322	1.944455054
323	1.944209928
324	1.944058158
325	1.943422569
326	1.943273204
327	1.943061627
328	1.942815221
329	1.942664223
330	1.942454499
331	1.942226059
332	1.941792366
333	1.941622502
334	1.941339755
335	1.941007341
336	1.940677891
337	1.940359451
338	1.940185957
339	1.940052379
340	1.939391074
341	1.938843063
342	1.938698082
343	1.938278768
344	1.937960891
345	1.93766306
346	1.937086613
347	1.936894909
348	1.936230956
349	1.936026967
350	1.935599007
351	1.9351256
352	1.934759284
353	1.934595617
354	1.933975927
355	1.933794415
356	1.933580024
357	1.933425935
358	1.932963703
359	1.932822874
360	1.932430342
361	1.932093749
362	1.931669244
363	1.931492768
364	1.931020735
365	1.930878895
366	1.930655148
367	1.930296344
368	1.93013161
369	1.929979366
370	1.929510268
371	1.929331581
372	1.929046572
373	1.928813912
374	1.928268986
375	1.927368879
376	1.927254613
377	1.926908812
378	1.926424769
379	1.925693537
380	1.925202021
381	1.924737594
382	1.924425283
383	1.923967468
384	1.923516813
385	1.923036339
386	1.922711412
387	1.922322175
388	1.921884152
389	1.921748405
390	1.921383812
391	1.921205325
392	1.921072251
393	1.920450023
394	1.920245818
395	1.920127583
396	1.919702368
397	1.919474225
398	1.919305858
399	1.91912729
400	1.918992628
401	1.918665351
402	1.918527855
403	1.91765729
404	1.916885306
405	1.916763917
406	1.916225143
407	1.915401279
408	1.914998431
409	1.914882491
410	1.914505101
411	1.914228894
412	1.914124926
413	1.914020767
414	1.913313941
415	1.913104476
416	1.912875821
417	1.91266441
418	1.912515236
419	1.912144642
420	1.911841055
421	1.911235108
422	1.910974909
423	1.910874595
424	1.910585359
425	1.910299681
426	1.910142441
427	1.909972894
428	1.90961483
429	1.90940843
430	1.909042821
431	1.908892065
432	1.908775696
433	1.908635692
434	1.907987122
435	1.907834232
436	1.907580122
437	1.907312084
438	1.907203413
439	1.907111423
440	1.90675546
441	1.906421957
442	1.906343229
443	1.906206722
444	1.905937419
445	1.905846235
446	1.905673652
447	1.905381489
448	1.905128491
449	1.904880907
450	1.90430634
451	1.904018221
452	1.903926809
453	1.903840728
454	1.903629491
455	1.903302448
456	1.903121467
457	1.902814004
458	1.902648829
459	1.902493566
460	1.902283134
461	1.902194143
462	1.901669657
463	1.901579151
464	1.901375497
465	1.901081253
466	1.900950811
467	1.900296548
468	1.899981559
469	1.899783622
470	1.899702603
471	1.899357446
472	1.899021612
473	1.898425311
474	1.898321956
475	1.898159382
476	1.898041519
477	1.89776384
478	1.897230935
479	1.89681228
480	1.89666232
481	1.89629063
482	1.896108987
483	1.896037763
484	1.895611918
485	1.895518307
486	1.895368639
487	1.895235599
488	1.894702473
489	1.894596421
490	1.894386252
491	1.894078337
492	1.893620452
493	1.893386982
494	1.893045281
495	1.892749747
496	1.892541271
497	1.892353108
498	1.891826226
499	1.891553941
500	1.891325424
501	1.891003291
502	1.890794271
503	1.890698642
504	1.890301081
505	1.890173144
506	1.890093646
507	1.889930948
508	1.889544931
509	1.889240674
510	1.889125908
511	1.888930946
512	1.888763034
513	1.88843412
514	1.8882583
515	1.888031869
516	1.887737755
517	1.887553101
518	1.887368745
519	1.887128232
520	1.886696892
521	1.886416181
522	1.886204857
523	1.885805161
524	1.885446265
525	1.885361852
526	1.885114343
527	1.884830921
528	1.884571011
529	1.884220156
530	1.883940744
531	1.883842945
532	1.883464852
533	1.883313157
534	1.883103183
535	1.882879191
536	1.882485962
537	1.881807205
538	1.881595813
539	1.881366352
540	1.881144638
541	1.881033741
542	1.880461228
543	1.880140515
544	1.879924451
545	1.879856665
546	1.879763616
547	1.879637689
548	1.879220444
549	1.87904021
550	1.878903219
551	1.878728992
552	1.878524218
553	1.878374914
554	1.877832095
555	1.877700234
556	1.877429523
557	1.877189005
558	1.877014705
559	1.876945346
560	1.876597656
561	1.876473072
562	1.876374661
563	1.876165203
564	1.876099645
565	1.87596748
566	1.87584023
567	1.875551081
568	1.87531408
569	1.875111349
570	1.874836121
571	1.874261239
572	1.87401495
573	1.873941885
574	1.873752997
575	1.873478645
576	1.873210152
577	1.872925138
578	1.872747873
579	1.872499739
580	1.87213428
581	1.871959161
582	1.871675567
583	1.871605213
584	1.871398268
585	1.871165155
586	1.871062235
587	1.870523551
588	1.870437544
589	1.869936984
590	1.869714894
591	1.869229624
592	1.869163172
593	1.869054553
594	1.868809634
595	1.868645134
596	1.868460279
597	1.868115822
598	1.867985942
599	1.867768097
600	1.867598419
601	1.867237971
602	1.866753625
603	1.86657772
604	1.866248361
605	1.866180921
606	1.866109841
607	1.865588404
608	1.865492196
609	1.865420558
610	1.865215881
611	1.865011042
612	1.86488922
613	1.864805227
614	1.864748067
615	1.864554967
616	1.864483648
617	1.864325694
618	1.864135563
619	1.863842743
620	1.863533791
621	1.863352352
622	1.862817622
623	1.862736854
624	1.862288049
625	1.862064811
626	1.861918151
627	1.861581236
628	1.861323298
629	1.860932564
630	1.860731167
631	1.860588065
632	1.860470967
633	1.860285494
634	1.86008325
635	1.860019087
636	1.859676191
637	1.859619481
638	1.859537226
639	1.859314089
640	1.859216281
641	1.859089264
642	1.859033235
643	1.858853125
644	1.858680043
645	1.858336294
646	1.858234256
647	1.858015539
648	1.857697571
649	1.857472005
650	1.857061852
651	1.856858182
652	1.856625914
653	1.856548238
654	1.856476031
655	1.856189354
656	1.856126375
657	1.856049181
658	1.855875034
659	1.8555675
660	1.855380061
661	1.855231446
662	1.85493906
663	1.854819268
664	1.854528699
665	1.854494669
666	1.854416951
667	1.85423124
668	1.853857472
669	1.853559454
670	1.853309636
671	1.853184075
672	1.853087372
673	1.853008804
674	1.852653515
675	1.852478151
676	1.852359649
677	1.852208237
678	1.852087259
679	1.851980956
680	1.851843706
681	1.851772496
682	1.851707128
683	1.851581742
684	1.851516432
685	1.851448324
686	1.851380755
687	1.851238739
688	1.851105148
689	1.850966033
690	1.85088913
691	1.850477327
692	1.850419334
693	1.850264606
694	1.850177701
695	1.849997534
696	1.84989272
697	1.849814518
698	1.849672755
699	1.849302212
700	1.849223879
701	1.849133583
702	1.849028588
703	1.848747611
704	1.848641398
705	1.848578541
706	1.848497418
707	1.848198792
708	1.848048961
709	1.847824682
710	1.847727798
711	1.847552988
712	1.847488438
713	1.847342754
714	1.847101393
715	1.846993529
716	1.846921798
717	1.846859662
718	1.846632851
719	1.846490482
720	1.846218056
721	1.846140226
722	1.845821069
723	1.845710365
724	1.845623391
725	1.845310519
726	1.845252393
727	1.845190897
728	1.845047125
729	1.844979071
730	1.84482079
731	1.844767679
732	1.844633911
733	1.844497308
734	1.844359378
735	1.844298966
736	1.844092613
737	1.843836491
738	1.843634118
739	1.843511683
740	1.843327118
741	1.843200665
742	1.843013556
743	1.842868965
744	1.842772282
745	1.842676114
746	1.842450463
747	1.842276801
748	1.84213884
749	1.842012482
750	1.841836879
751	1.841519033
752	1.841275158
753	1.84115129
754	1.841060175
755	1.841026318
756	1.840705998
757	1.840639885
758	1.840297112
759	1.840069199
760	1.840033117
761	1.839969265
762	1.839778614
763	1.839485487
764	1.839284075
765	1.839082197
766	1.839016785
767	1.838945779
768	1.838659452
769	1.838566755
770	1.838479754
771	1.838361289
772	1.838134785
773	1.83782911
774	1.837795448
775	1.837656473
776	1.83746432
777	1.837255798
778	1.837152163
779	1.836861988
780	1.836447684
781	1.836259478
782	1.836042706
783	1.835883008
784	1.835688245
785	1.835510966
786	1.835447035
787	1.835334753
788	1.835228682
789	1.835202649
790	1.834885603
791	1.834768031
792	1.83472945
793	1.834632159
794	1.834409015
795	1.834293339
796	1.834132449
797	1.834030529
798	1.833922471
799	1.833880355
800	1.833743683
801	1.833631068
802	1.833256197
803	1.833225297
804	1.833143979
805	1.83306636
806	1.832998956
807	1.832876749
808	1.832797677
809	1.832732896
810	1.832646059
811	1.832460846
812	1.832310401
813	1.832209242
814	1.831863644
815	1.831750301
816	1.831703035
817	1.831657049
818	1.831433218
819	1.831222062
820	1.831161127
821	1.831121392
822	1.830982
823	1.830742014
824	1.830684957
825	1.830517135
826	1.830474208
827	1.830290504
828	1.830182714
829	1.830080397
830	1.830038499
831	1.829994878
832	1.829931297
833	1.829862696
834	1.829734985
835	1.829639637
836	1.829533735
837	1.829468358
838	1.82911769
839	1.828820189
840	1.828585776
841	1.828176578
842	1.828097183
843	1.827896646
844	1.827663238
845	1.827490353
846	1.827189832
847	1.827031159
848	1.826906476
849	1.826848825
850	1.826635039
851	1.826586165
852	1.826417284
853	1.826177218
854	1.826121984
855	1.825926643
856	1.82578843
857	1.825601669
858	1.825569084
859	1.825490342
860	1.825190188
861	1.825141847
862	1.824891688
863	1.824808518
864	1.8246516
865	1.82435767
866	1.824284987
867	1.824180265
868	1.823933893
869	1.823770764
870	1.823585216
871	1.823538663
872	1.823459748
873	1.823253612
874	1.823187753
875	1.822881294
876	1.822740937
877	1.822649607
878	1.822511198
879	1.822330546
880	1.822196887
881	1.82215561
882	1.822058647
883	1.822019046
884	1.821931413
885	1.821598009
886	1.821560563
887	1.821432829
888	1.821222909
889	1.821111733
890	1.820973149
891	1.82089595
892	1.820781073
893	1.820647429
894	1.820538614
895	1.820384003
896	1.820296305
897	1.820222963
898	1.820176915
899	1.819893096
900	1.8198588
901	1.819654935
902	1.819601211
903	1.819548857
904	1.81949213
905	1.819380517
906	1.819345354
907	1.819314442
908	1.819282192
909	1.819200107
910	1.81912391
911	1.818930198
912	1.818728349
913	1.818606019
914	1.818516715
915	1.818463757
916	1.81823744
917	1.817994813
918	1.817817041
919	1.817760597
920	1.817635362
921	1.817583316
922	1.817513038
923	1.817344904
924	1.817263341
925	1.817221274
926	1.817173127
927	1.816935618
928	1.81676238
929	1.81665492
930	1.816555738
931	1.816384864
932	1.816207893
933	1.816088051
934	1.815950584
935	1.815866435
936	1.815754992
937	1.815628155
938	1.815451782
939	1.815390612
940	1.815356566
941	1.81530623
942	1.815211346
943	1.815117441
944	1.815018525
945	1.814947566
946	1.814909729
947	1.814747774
948	1.81461624
949	1.814521666
950	1.814418642
951	1.814333205
952	1.814286102
953	1.814235063
954	1.814188785
955	1.814031415
956	1.813891622
957	1.81383946
958	1.813593262
959	1.813374091
960	1.813318768
961	1.813270716
962	1.812997737
963	1.812899933
964	1.812765296
965	1.812470815
966	1.81243694
967	1.812283183
968	1.812225461
969	1.81219703
970	1.812145833
971	1.812106134
972	1.812070032
973	1.811798442
974	1.811576299
975	1.811326739
976	1.811227445
977	1.811030228
978	1.810923019
979	1.810867871
980	1.810771435
981	1.810621596
982	1.81052712
983	1.810401113
984	1.810243188
985	1.810173196
986	1.809934277
987	1.809842261
988	1.809710087
989	1.809667954
990	1.809548839
991	1.809481408
992	1.809377522
993	1.809290546
994	1.809217305
995	1.809118121
996	1.80906292
997	1.808917624
998	1.80883942
999	1.808712934
