iter	Passed	Remaining
335	183751	363127
336	184193	362374
337	184580	361516
338	184966	360656
339	185348	359794
340	186120	359687
341	186905	359601
342	187499	359145
343	188032	358573
344	188864	358569
345	189737	358636
346	190339	358188
347	191133	358099
348	191961	358071
349	192368	357256
350	193268	357354
351	193890	356935
352	194410	356327
353	194870	355611
354	195524	355248
355	196224	354968
356	197134	355062
357	197485	354149
358	198327	354116
359	198671	353193
360	199311	352797
361	200285	352989
362	201078	352857
363	201803	352602
364	202493	352283
365	202934	351532
366	203909	351701
367	204503	351213
368	204989	350537
369	205358	349664
370	206019	349289
371	206360	348371
372	207149	348210
373	207823	347853
374	208505	347509
375	209120	347051
376	209691	346519
377	210319	346080
378	211053	345815
379	211691	345391
380	212255	344845
381	212679	344072
382	213108	343310
383	213763	342912
384	214226	342206
385	214762	341616
386	215363	341132
387	215988	340683
388	217069	340949
389	217904	340825
390	218825	340830
391	219717	340785
392	220077	339916
393	220829	339651
394	221426	339146
395	221912	338472
396	222511	337970
397	223094	337443
398	223433	336549
399	223890	335835
400	224230	334947
401	225062	334794
402	225404	333911
403	226094	333545
404	226719	333081
405	227067	332212
406	227455	331402
407	228094	330960
408	228909	330771
409	229702	330548
410	230290	330027
411	231105	329830
412	231449	328960
413	231802	328106
414	232525	327777
415	233415	327680
416	234258	327512
417	234681	326757
418	235547	326618
419	236282	326295
420	237019	325971
421	237900	325844
422	238543	325388
423	239032	324723
424	239615	324185
425	240359	323864
426	240925	323302
427	241363	322569
428	241796	321831
429	242726	321753
430	243275	321168
431	243629	320327
432	243955	319452
433	244662	319076
434	245375	318706
435	246015	318239
436	246382	317422
437	247255	317254
438	247621	316436
439	248199	315889
440	248591	315108
441	249169	314562
442	249551	313769
443	249904	312943
444	250345	312229
445	250680	311383
446	251160	310720
447	251799	310253
448	252207	309502
449	252834	309019
450	253387	308447
451	254452	308495
452	254930	307830
453	255287	307020
454	255837	306442
455	256551	306060
456	257397	305835
457	258123	305464
458	258766	304994
459	259516	304649
460	260351	304402
461	261247	304223
462	262081	303969
463	262420	303141
464	263277	302910
465	263788	302280
466	264212	301552
467	265111	301366
468	265792	300928
469	266402	300411
470	266744	299591
471	267481	299216
472	268147	298761
473	268813	298303
474	269321	297671
475	269775	296979
476	270415	296493
477	271077	296029
478	271630	295447
479	272269	294958
480	273005	294573
481	273989	294453
482	274518	293843
483	274981	293162
484	275839	292901
485	276199	292112
486	277020	291809
487	277702	291360
488	278568	291101
489	278914	290299
490	279564	289813
491	280085	289193
492	280981	288960
493	281627	288468
494	282300	288003
495	283065	287631
496	283798	287224
497	284607	286893
498	285406	286550
499	285849	285849
500	286479	285335
501	287213	284925
502	287879	284445
503	288305	283729
504	288982	283259
505	289898	283022
506	290979	282944
507	292025	282828
508	292901	282543
509	293658	282142
510	294040	281381
511	294624	280813
512	295297	280331
513	295835	279720
514	296200	278946
515	296754	278350
516	297429	277868
517	298254	277526
518	298933	277046
519	299636	276587
520	300270	276064
521	301076	275698
522	301584	275058
523	302424	274721
524	302956	274103
525	303342	273353
526	303851	272716
527	304825	272495
528	305358	271879
529	306285	271612
530	306939	271100
531	307430	270446
532	308139	269983
533	308510	269224
534	309223	268764
535	309818	268200
536	310501	267713
537	311481	267480
538	312022	266868
539	312821	266477
540	313583	266052
541	313934	265280
542	314771	264917
543	315247	264251
544	315768	263622
545	316227	262943
546	316735	262305
547	317463	261849
548	318454	261608
549	319465	261380
550	320125	260864
551	320649	260237
552	321503	259877
553	322247	259426
554	323239	259174
555	324281	258958
556	325074	258541
557	326109	258316
558	326771	257792
559	327296	257161
560	328095	256744
561	328899	256330
562	329764	255962
563	330251	255300
564	330679	254593
565	331584	254253
566	332369	253819
567	333190	253412
568	334032	253018
569	334576	252399
570	335283	251902
571	336433	251737
572	337572	251559
573	338415	251158
574	338986	250554
575	339703	250059
576	340202	249403
577	340853	248858
578	341467	248286
579	341969	247633
580	342742	247175
581	343304	246566
582	343905	245983
583	344571	245448
584	345412	245036
585	346233	244608
586	347308	244358
587	348455	244156
588	349200	243669
589	349906	243155
590	350786	242761
591	351806	242461
592	352287	241789
593	353223	241429
594	353906	240894
595	354627	240385
596	355215	239785
597	356052	239353
598	357024	239010
599	358071	238714
600	358780	238192
601	359415	237620
602	360233	237168
603	361137	236772
604	362049	236379
605	362499	235684
606	362914	234967
607	363640	234452
608	364100	233765
609	364539	233066
610	365361	232611
611	365971	232020
612	366751	231537
613	367679	231146
614	368340	230587
615	369050	230057
616	369512	229373
617	370237	228852
618	370997	228351
619	372038	228023
620	372606	227403
621	373387	226913
622	374356	226536
623	374864	225879
624	375623	225374
625	376301	224818
626	377006	224280
627	377720	223745
628	378393	223186
629	379354	222795
630	380135	222297
631	380915	221799
632	381461	221163
633	382123	220594
634	382642	219944
635	383110	219264
636	383934	218788
637	384326	218066
638	384753	217364
639	385609	216905
640	386035	216203
641	387035	215823
642	387471	215128
643	388036	214504
644	388842	214014
645	389881	213650
646	390454	213030
647	391315	212566
648	392156	212090
649	393341	211799
650	394560	211523
651	395400	211042
652	396240	210559
653	396759	209906
654	397706	209479
655	398543	208992
656	398995	208303
657	399465	207624
658	400564	207272
659	401124	206640
660	401584	205956
661	402294	205401
662	402830	204757
663	403332	204096
664	403909	203473
665	404272	202743
666	404660	202026
667	405266	201420
668	406426	201086
669	407280	200600
670	408289	200189
671	408823	199544
672	409271	198858
673	409649	198138
674	410053	197433
675	410466	196732
676	410961	196071
677	411445	195406
678	412447	194986
679	413156	194426
680	413533	193710
681	413929	193005
682	414319	192297
683	415040	191743
684	415745	191182
685	416165	190489
686	416812	189901
687	417850	189490
688	418379	188847
689	419026	188258
690	419869	187756
691	420920	187346
692	421884	186895
693	422584	186326
694	422966	185618
695	423643	185039
696	424155	184389
697	424544	183685
698	425305	183142
699	426219	182665
700	426841	182062
701	427253	181369
702	427710	180696
703	428529	180177
704	429000	179511
705	429511	178861
706	430011	178208
707	430656	177615
708	431357	177045
709	432127	176502
710	432637	175853
711	433145	175204
712	433528	174505
713	434369	173991
714	435481	173583
715	435888	172894
716	436343	172224
717	436821	171565
718	437648	171042
719	438638	170581
720	439466	170057
721	439855	169362
722	440887	168915
723	441399	168268
724	441797	167578
725	442764	167103
726	443136	166404
727	443546	165720
728	444342	165180
729	444701	164478
730	445383	163896
731	446039	163304
732	446619	162683
733	447066	162016
734	447859	161473
735	448267	160791
736	448916	160196
737	449756	159669
738	450305	159038
739	450973	158450
740	451615	157852
741	452336	157281
742	453260	156780
743	454257	156303
744	455517	155915
745	456665	155486
746	457291	154879
747	457980	154292
748	458575	153674
749	459421	153140
750	460310	152619
751	461083	152059
752	461874	151504
753	462355	150848
754	462810	150183
755	463718	149665
756	464546	149121
757	465080	148482
758	465726	147878
759	466680	147372
760	467125	146705
761	467525	146025
762	468172	145421
763	469038	144886
764	470023	144386
765	470573	143752
766	470979	143074
767	471727	142500
768	472608	141966
769	473726	141502
770	474784	141019
771	475515	140437
772	476274	139863
773	476992	139276
774	477399	138599
775	478112	138011
776	478540	137341
777	479573	136844
778	480240	136242
779	480851	135624
780	481767	135092
781	482504	134508
782	483133	133895
783	483700	133264
784	484459	132686
785	485414	132161
786	485897	131507
787	486458	130874
788	486841	130194
789	487215	129512
790	488281	129014
791	488794	128370
792	489298	127723
793	489767	127068
794	490618	126511
795	491164	125876
796	491845	125275
797	492457	124657
798	493146	124058
799	493504	123376
800	494043	122739
801	494684	122129
802	495508	121563
803	496004	120916
804	496489	120267
805	496915	119604
806	497570	118997
807	498109	118362
808	498794	117762
809	499197	117095
810	499841	116485
811	500430	115863
812	501027	115242
813	501817	114666
814	502920	114159
815	503630	113563
816	504171	112929
817	504513	112251
818	505152	111639
819	505822	111034
820	506698	110473
821	507037	109796
822	507570	109161
823	508261	108560
824	508710	107908
825	509444	107316
826	510126	106713
827	510860	106120
828	511286	105464
829	511874	104841
830	512211	104168
831	512584	103502
832	513037	102853
833	513571	102221
834	514291	101626
835	514684	100966
836	515148	100321
837	515561	99667
838	516622	99137
839	517258	98525
840	518289	97988
841	518963	97382
842	519466	96745
843	520132	96138
844	521229	95610
845	522176	95053
846	522892	94454
847	523818	93892
848	524442	93275
849	524823	92615
850	525486	92006
851	526008	91372
852	526648	90758
853	527413	90166
854	528176	89573
855	528710	88941
856	529534	88358
857	530260	87758
858	530756	87120
859	531412	86509
860	532051	85894
861	532408	85234
862	532870	84592
863	533255	83938
864	534143	83363
865	535216	82816
866	535649	82169
867	536123	81530
868	537075	80963
869	537718	80348
870	538188	79708
871	538797	79089
872	539239	78446
873	540224	77881
874	540595	77227
875	541385	76634
876	541915	76004
877	542500	75381
878	543257	74782
879	544196	74208
880	545051	73622
881	545416	72969
882	545978	72343
883	546476	71709
884	547044	71084
885	547831	70488
886	548296	69850
887	548929	69234
888	549726	68638
889	550411	68028
890	551179	67428
891	551771	66806
892	552642	66218
893	553260	65599
894	553851	64976
895	554550	64367
896	555049	63734
897	555454	63091
898	555782	62440
899	556452	61828
900	556819	61182
901	557872	60611
902	558405	59983
903	559356	59400
904	559921	58776
905	560763	58180
906	561116	57534
907	561464	56888
908	562055	56267
909	562443	55626
910	563090	55011
911	563716	54393
912	564511	53792
913	565191	53179
914	565577	52539
915	565957	51900
916	566633	51287
917	567276	50671
918	567957	50059
919	568321	49419
920	568819	48791
921	569173	48151
922	569787	47533
923	570188	46898
924	570527	46258
925	571224	45648
926	571590	45012
927	572159	44391
928	572808	43777
929	573339	43154
930	574104	42549
931	574766	41935
932	575220	41307
933	576048	40705
934	576599	40084
935	577298	39473
936	577771	38846
937	578485	38236
938	579136	37622
939	579487	36988
940	579835	36355
941	580202	35723
942	580630	35096
943	581227	34479
944	581866	33865
945	582239	33235
946	582834	32619
947	583256	31992
948	583973	31383
949	584487	30762
950	585271	30155
951	585925	29542
952	586422	28921
953	586949	28301
954	587320	27674
955	587920	27059
956	588603	26447
957	589009	25822
958	589897	25219
959	590735	24613
960	591162	23990
961	591520	23365
962	592122	22750
963	592696	22133
964	593198	21514
965	594117	20910
966	594671	20293
967	595376	19681
968	596214	19073
969	596576	18450
970	597191	17835
971	598073	17228
972	598433	16606
973	599114	15992
974	600056	15386
975	600700	14771
976	601574	14161
977	602574	13554
978	603214	12939
979	603567	12317
980	603990	11698
981	604782	11085
982	605489	10471
983	606011	9853
984	606690	9238
985	607196	8621
986	607804	8005
987	608327	7388
988	609112	6774
989	609441	6155
990	610116	5540
991	610623	4924
992	611212	4308
993	611914	3693
994	612601	3078
995	613329	2463
996	613975	1847
997	614748	1231
998	615103	615
999	615564	0
